plan_id,product_id,tier,pa_required,step_edit,ql_flag,valid_from,valid_to,is_current
PAY001_MCARE_D,PRD005,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_MCARE_D,PRD006,2,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCARE_D,PRD006,2,False,False,False,2024-06-29,9999-12-31,True
PAY001_MCARE_D,PRD007,2,False,False,False,2024-01-01,2024-06-29,False
PAY001_MCARE_D,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD001,2,True,True,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD001,2,True,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD002,2,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD002,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD003,1,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD003,1,True,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD004,1,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD004,1,True,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD005,1,False,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD005,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD006,2,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD006,2,False,False,True,2024-06-29,9999-12-31,True
PAY001_MCAID,PRD007,1,True,False,False,2024-01-01,2024-06-29,False
PAY001_MCAID,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD001,2,False,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD002,3,False,True,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD002,2,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD003,2,False,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD003,2,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD004,1,False,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD004,1,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD005,2,True,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD005,1,True,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD006,3,False,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD006,3,False,False,False,2024-06-29,9999-12-31,True
PAY001_CASH,PRD007,3,False,False,False,2024-01-01,2024-06-29,False
PAY001_CASH,PRD007,3,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD001,2,False,True,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD002,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD002,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD003,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD003,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD004,3,False,False,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD004,3,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD005,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD005,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_COMM,PRD006,1,False,True,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD006,1,False,False,True,2024-06-29,9999-12-31,True
PAY002_COMM,PRD007,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_COMM,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD001,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD002,1,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD002,1,False,False,True,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD003,3,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD003,3,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD004,3,True,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD004,2,True,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD005,2,True,False,True,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD005,2,True,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD006,2,True,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD006,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCARE_D,PRD007,2,True,False,False,2024-01-01,2024-06-29,False
PAY002_MCARE_D,PRD007,2,True,False,False,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD001,1,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD001,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD002,1,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD002,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD003,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD003,2,False,False,True,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD004,3,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD004,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD005,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD005,2,False,False,True,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD006,3,False,False,True,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD006,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_MCAID,PRD007,1,False,False,False,2024-01-01,2024-06-29,False
PAY002_MCAID,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD001,2,True,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD001,1,True,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD002,3,True,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD002,3,False,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD003,1,False,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD003,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD004,2,False,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD004,1,False,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD005,3,False,False,True,2024-01-01,2024-06-29,False
PAY002_CASH,PRD005,2,False,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD006,2,True,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD006,1,True,False,False,2024-06-29,9999-12-31,True
PAY002_CASH,PRD007,3,True,False,False,2024-01-01,2024-06-29,False
PAY002_CASH,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD001,1,False,False,False,2024-01-01,2024-06-29,False
PAY003_COMM,PRD001,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD002,2,False,True,False,2024-01-01,2024-06-29,False
PAY003_COMM,PRD002,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD003,3,False,False,True,2024-01-01,2024-06-29,False
PAY003_COMM,PRD003,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD004,3,False,False,True,2024-01-01,2024-06-29,False
PAY003_COMM,PRD004,3,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD005,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_COMM,PRD005,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD006,3,True,False,False,2024-01-01,2024-06-29,False
PAY003_COMM,PRD006,3,True,False,False,2024-06-29,9999-12-31,True
PAY003_COMM,PRD007,3,True,False,False,2024-01-01,2024-06-29,False
PAY003_COMM,PRD007,3,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD001,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD001,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD002,1,True,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD002,1,True,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD003,1,True,False,True,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD003,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD004,1,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD004,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD005,1,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD005,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD006,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD006,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCARE_D,PRD007,2,True,False,False,2024-01-01,2024-06-29,False
PAY003_MCARE_D,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD001,3,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD002,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD002,2,False,False,True,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD003,2,True,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD003,2,True,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD004,2,False,False,True,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD004,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD005,3,True,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD005,3,True,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD006,2,True,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD006,2,True,False,False,2024-06-29,9999-12-31,True
PAY003_MCAID,PRD007,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_MCAID,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_CASH,PRD001,1,True,False,True,2024-01-01,2024-06-29,False
PAY003_CASH,PRD001,1,True,False,True,2024-06-29,9999-12-31,True
PAY003_CASH,PRD002,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD002,2,False,False,False,2024-06-29,9999-12-31,True
PAY003_CASH,PRD003,2,True,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD003,1,True,False,False,2024-06-29,9999-12-31,True
PAY003_CASH,PRD004,1,False,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD004,1,False,False,True,2024-06-29,9999-12-31,True
PAY003_CASH,PRD005,1,True,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD005,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_CASH,PRD006,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD006,1,False,False,False,2024-06-29,9999-12-31,True
PAY003_CASH,PRD007,2,False,False,False,2024-01-01,2024-06-29,False
PAY003_CASH,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD001,2,False,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD002,1,True,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD002,1,True,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD003,3,True,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD003,3,True,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD004,2,False,False,True,2024-01-01,2024-06-29,False
PAY004_COMM,PRD004,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD005,3,False,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD005,3,False,False,True,2024-06-29,9999-12-31,True
PAY004_COMM,PRD006,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD006,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_COMM,PRD007,2,False,False,False,2024-01-01,2024-06-29,False
PAY004_COMM,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD001,1,True,False,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD001,1,True,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD002,2,True,False,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD002,2,True,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD003,2,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD003,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD004,1,True,False,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD004,1,True,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD005,3,True,False,True,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD005,3,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD006,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD006,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCARE_D,PRD007,2,True,True,False,2024-01-01,2024-06-29,False
PAY004_MCARE_D,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD001,3,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD001,3,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD002,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD002,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD003,3,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD003,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD004,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD004,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD005,1,True,False,True,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD005,1,True,False,False,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD006,3,True,False,False,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD006,3,True,False,True,2024-06-29,9999-12-31,True
PAY004_MCAID,PRD007,2,True,False,True,2024-01-01,2024-06-29,False
PAY004_MCAID,PRD007,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_CASH,PRD001,2,False,False,False,2024-01-01,2024-06-29,False
PAY004_CASH,PRD001,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_CASH,PRD002,2,False,False,False,2024-01-01,2024-06-29,False
PAY004_CASH,PRD002,2,False,False,False,2024-06-29,9999-12-31,True
PAY004_CASH,PRD003,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_CASH,PRD003,1,False,False,False,2024-06-29,9999-12-31,True
PAY004_CASH,PRD004,3,False,False,False,2024-01-01,2024-06-29,False
PAY004_CASH,PRD004,3,False,False,True,2024-06-29,9999-12-31,True
PAY004_CASH,PRD005,1,False,False,False,2024-01-01,2024-06-29,False
PAY004_CASH,PRD005,1,False,False,True,2024-06-29,9999-12-31,True
PAY004_CASH,PRD006,3,False,False,True,2024-01-01,2024-06-29,False
PAY004_CASH,PRD006,3,False,False,False,2024-06-29,9999-12-31,True
PAY004_CASH,PRD007,2,False,False,True,2024-01-01,2024-06-29,False
PAY004_CASH,PRD007,1,False,False,False,2024-06-29,9999-12-31,True
