sample_id,call_id,hcp_id,product_id,quantity,signature_captured,sample_date
SAMPCALLHCP0016200,CALLHCP0016200,HCP001620,PRD001,3,True,2024-02-01
SAMPCALLHCP0016201,CALLHCP0016201,HCP001620,PRD001,1,True,2024-01-19
SAMPCALLHCP0009751,CALLHCP0009751,HCP000975,PRD001,3,True,2024-01-11
SAMPCALLHCP0015330,CALLHCP0015330,HCP001533,PRD001,2,True,2024-03-04
SAMPCALLHCP0010880,CALLHCP0010880,HCP001088,PRD001,2,True,2024-03-01
SAMPCALLHCP0010881,CALLHCP0010881,HCP001088,PRD001,2,True,2024-02-25
SAMPCALLHCP0014220,CALLHCP0014220,HCP001422,PRD001,1,True,2024-01-23
SAMPCALLHCP0017991,CALLHCP0017991,HCP001799,PRD001,1,True,2024-02-11
SAMPCALLHCP0017992,CALLHCP0017992,HCP001799,PRD001,3,True,2024-01-18
SAMPCALLHCP0000504,CALLHCP0000504,HCP000050,PRD001,3,True,2024-02-14
SAMPCALLHCP0000505,CALLHCP0000505,HCP000050,PRD001,2,True,2024-01-03
SAMPCALLHCP0001480,CALLHCP0001480,HCP000148,PRD001,2,True,2024-03-07
SAMPCALLHCP0012603,CALLHCP0012603,HCP001260,PRD001,1,True,2024-01-05
SAMPCALLHCP0001940,CALLHCP0001940,HCP000194,PRD001,2,True,2024-03-03
SAMPCALLHCP0001942,CALLHCP0001942,HCP000194,PRD001,2,True,2024-03-24
SAMPCALLHCP0003472,CALLHCP0003472,HCP000347,PRD001,1,True,2024-02-26
SAMPCALLHCP0017623,CALLHCP0017623,HCP001762,PRD001,1,True,2024-01-20
SAMPCALLHCP0019222,CALLHCP0019222,HCP001922,PRD001,2,True,2024-03-16
SAMPCALLHCP0008582,CALLHCP0008582,HCP000858,PRD001,2,True,2024-03-18
SAMPCALLHCP0013223,CALLHCP0013223,HCP001322,PRD001,1,True,2024-01-02
SAMPCALLHCP0004570,CALLHCP0004570,HCP000457,PRD001,1,True,2024-02-13
SAMPCALLHCP0004572,CALLHCP0004572,HCP000457,PRD001,3,True,2024-02-29
SAMPCALLHCP0008310,CALLHCP0008310,HCP000831,PRD001,1,True,2024-02-25
SAMPCALLHCP0006764,CALLHCP0006764,HCP000676,PRD001,1,True,2024-02-05
SAMPCALLHCP0011691,CALLHCP0011691,HCP001169,PRD001,1,True,2024-02-23
SAMPCALLHCP0011692,CALLHCP0011692,HCP001169,PRD001,1,True,2024-03-16
SAMPCALLHCP0019880,CALLHCP0019880,HCP001988,PRD001,3,True,2024-03-17
SAMPCALLHCP0019881,CALLHCP0019881,HCP001988,PRD001,1,True,2024-03-23
SAMPCALLHCP0019883,CALLHCP0019883,HCP001988,PRD001,2,True,2024-03-09
SAMPCALLHCP0019885,CALLHCP0019885,HCP001988,PRD001,1,True,2024-01-30
SAMPCALLHCP0003860,CALLHCP0003860,HCP000386,PRD001,1,True,2024-01-31
SAMPCALLHCP0003863,CALLHCP0003863,HCP000386,PRD001,3,True,2024-01-05
SAMPCALLHCP0003265,CALLHCP0003265,HCP000326,PRD001,1,True,2024-03-16
SAMPCALLHCP0015844,CALLHCP0015844,HCP001584,PRD001,3,True,2024-01-19
SAMPCALLHCP0015846,CALLHCP0015846,HCP001584,PRD001,1,True,2024-02-11
SAMPCALLHCP0001935,CALLHCP0001935,HCP000193,PRD001,2,True,2024-03-11
SAMPCALLHCP0017241,CALLHCP0017241,HCP001724,PRD001,2,True,2024-02-19
SAMPCALLHCP0008553,CALLHCP0008553,HCP000855,PRD001,2,True,2024-02-22
SAMPCALLHCP0018981,CALLHCP0018981,HCP001898,PRD001,3,True,2024-03-07
SAMPCALLHCP0005260,CALLHCP0005260,HCP000526,PRD001,1,True,2024-02-14
SAMPCALLHCP0001701,CALLHCP0001701,HCP000170,PRD001,3,True,2024-01-21
SAMPCALLHCP0014300,CALLHCP0014300,HCP001430,PRD001,2,True,2024-03-17
SAMPCALLHCP0014301,CALLHCP0014301,HCP001430,PRD001,2,True,2024-01-16
SAMPCALLHCP0014302,CALLHCP0014302,HCP001430,PRD001,2,True,2024-02-24
SAMPCALLHCP0014303,CALLHCP0014303,HCP001430,PRD001,1,True,2024-02-11
SAMPCALLHCP0018481,CALLHCP0018481,HCP001848,PRD001,2,True,2024-02-18
SAMPCALLHCP0018486,CALLHCP0018486,HCP001848,PRD001,2,True,2024-03-24
SAMPCALLHCP0018311,CALLHCP0018311,HCP001831,PRD001,3,True,2024-02-04
SAMPCALLHCP0004710,CALLHCP0004710,HCP000471,PRD001,2,True,2024-03-19
SAMPCALLHCP0014750,CALLHCP0014750,HCP001475,PRD001,1,True,2024-03-18
SAMPCALLHCP0014752,CALLHCP0014752,HCP001475,PRD001,3,True,2024-01-05
SAMPCALLHCP0014351,CALLHCP0014351,HCP001435,PRD001,3,True,2024-03-03
SAMPCALLHCP0014355,CALLHCP0014355,HCP001435,PRD001,2,True,2024-02-05
SAMPCALLHCP0009050,CALLHCP0009050,HCP000905,PRD001,2,True,2024-03-12
SAMPCALLHCP0002001,CALLHCP0002001,HCP000200,PRD001,3,True,2024-02-06
SAMPCALLHCP0008471,CALLHCP0008471,HCP000847,PRD001,3,True,2024-01-29
SAMPCALLHCP0008474,CALLHCP0008474,HCP000847,PRD001,2,True,2024-03-06
SAMPCALLHCP0008476,CALLHCP0008476,HCP000847,PRD001,3,True,2024-01-16
SAMPCALLHCP0012633,CALLHCP0012633,HCP001263,PRD001,3,True,2024-02-08
SAMPCALLHCP0002121,CALLHCP0002121,HCP000212,PRD001,2,True,2024-03-21
SAMPCALLHCP0002122,CALLHCP0002122,HCP000212,PRD001,3,True,2024-01-19
SAMPCALLHCP0002123,CALLHCP0002123,HCP000212,PRD001,1,True,2024-01-08
SAMPCALLHCP0008725,CALLHCP0008725,HCP000872,PRD001,3,True,2024-02-17
SAMPCALLHCP0010704,CALLHCP0010704,HCP001070,PRD001,1,True,2024-02-07
SAMPCALLHCP0009860,CALLHCP0009860,HCP000986,PRD001,1,True,2024-03-23
SAMPCALLHCP0014480,CALLHCP0014480,HCP001448,PRD001,3,True,2024-02-14
SAMPCALLHCP0017724,CALLHCP0017724,HCP001772,PRD001,2,True,2024-03-24
SAMPCALLHCP0016122,CALLHCP0016122,HCP001612,PRD001,2,True,2024-02-03
SAMPCALLHCP0016124,CALLHCP0016124,HCP001612,PRD001,1,True,2024-02-07
SAMPCALLHCP0006020,CALLHCP0006020,HCP000602,PRD001,2,True,2024-03-06
SAMPCALLHCP0006024,CALLHCP0006024,HCP000602,PRD001,1,True,2024-03-16
SAMPCALLHCP0015891,CALLHCP0015891,HCP001589,PRD001,2,True,2024-02-07
SAMPCALLHCP0015895,CALLHCP0015895,HCP001589,PRD001,3,True,2024-03-06
SAMPCALLHCP0012823,CALLHCP0012823,HCP001282,PRD001,2,True,2024-03-01
SAMPCALLHCP0015650,CALLHCP0015650,HCP001565,PRD001,3,True,2024-01-10
SAMPCALLHCP0014775,CALLHCP0014775,HCP001477,PRD001,1,True,2024-01-15
SAMPCALLHCP0004370,CALLHCP0004370,HCP000437,PRD001,2,True,2024-02-28
SAMPCALLHCP0004372,CALLHCP0004372,HCP000437,PRD001,1,True,2024-01-13
SAMPCALLHCP0004793,CALLHCP0004793,HCP000479,PRD001,2,True,2024-01-19
SAMPCALLHCP0017151,CALLHCP0017151,HCP001715,PRD001,1,True,2024-01-29
SAMPCALLHCP0017152,CALLHCP0017152,HCP001715,PRD001,3,True,2024-01-07
SAMPCALLHCP0002512,CALLHCP0002512,HCP000251,PRD001,1,True,2024-02-04
SAMPCALLHCP0002513,CALLHCP0002513,HCP000251,PRD001,3,True,2024-01-12
SAMPCALLHCP0002514,CALLHCP0002514,HCP000251,PRD001,1,True,2024-01-25
SAMPCALLHCP0002515,CALLHCP0002515,HCP000251,PRD001,2,True,2024-03-15
SAMPCALLHCP0008620,CALLHCP0008620,HCP000862,PRD001,3,True,2024-01-26
SAMPCALLHCP0008625,CALLHCP0008625,HCP000862,PRD001,2,True,2024-01-15
SAMPCALLHCP0013370,CALLHCP0013370,HCP001337,PRD001,1,True,2024-01-25
SAMPCALLHCP0018942,CALLHCP0018942,HCP001894,PRD001,3,True,2024-02-01
SAMPCALLHCP0005210,CALLHCP0005210,HCP000521,PRD001,1,True,2024-02-05
SAMPCALLHCP0011361,CALLHCP0011361,HCP001136,PRD001,3,True,2024-03-05
SAMPCALLHCP0011365,CALLHCP0011365,HCP001136,PRD001,2,True,2024-03-08
SAMPCALLHCP0011366,CALLHCP0011366,HCP001136,PRD001,3,True,2024-03-17
SAMPCALLHCP0016865,CALLHCP0016865,HCP001686,PRD001,2,True,2024-02-17
SAMPCALLHCP0005000,CALLHCP0005000,HCP000500,PRD001,2,True,2024-03-04
SAMPCALLHCP0009035,CALLHCP0009035,HCP000903,PRD001,2,True,2024-01-07
SAMPCALLHCP0009036,CALLHCP0009036,HCP000903,PRD001,3,True,2024-01-25
SAMPCALLHCP0006183,CALLHCP0006183,HCP000618,PRD001,1,True,2024-01-13
SAMPCALLHCP0001782,CALLHCP0001782,HCP000178,PRD001,2,True,2024-03-14
SAMPCALLHCP0006982,CALLHCP0006982,HCP000698,PRD001,1,True,2024-03-24
SAMPCALLHCP0004690,CALLHCP0004690,HCP000469,PRD001,2,True,2024-01-10
SAMPCALLHCP0004692,CALLHCP0004692,HCP000469,PRD001,1,True,2024-03-15
SAMPCALLHCP0004694,CALLHCP0004694,HCP000469,PRD001,3,True,2024-01-08
SAMPCALLHCP0007870,CALLHCP0007870,HCP000787,PRD001,3,True,2024-01-12
SAMPCALLHCP0007331,CALLHCP0007331,HCP000733,PRD001,3,True,2024-02-02
SAMPCALLHCP0007333,CALLHCP0007333,HCP000733,PRD001,2,True,2024-01-18
SAMPCALLHCP0007334,CALLHCP0007334,HCP000733,PRD001,1,True,2024-01-13
SAMPCALLHCP0007691,CALLHCP0007691,HCP000769,PRD001,2,True,2024-02-02
SAMPCALLHCP0001080,CALLHCP0001080,HCP000108,PRD001,1,True,2024-03-14
SAMPCALLHCP0017460,CALLHCP0017460,HCP001746,PRD001,3,True,2024-03-06
SAMPCALLHCP0017464,CALLHCP0017464,HCP001746,PRD001,2,True,2024-02-22
SAMPCALLHCP0006231,CALLHCP0006231,HCP000623,PRD001,1,True,2024-03-22
SAMPCALLHCP0010632,CALLHCP0010632,HCP001063,PRD001,3,True,2024-01-30
SAMPCALLHCP0016031,CALLHCP0016031,HCP001603,PRD001,2,True,2024-02-13
SAMPCALLHCP0016035,CALLHCP0016035,HCP001603,PRD001,3,True,2024-02-03
SAMPCALLHCP0014234,CALLHCP0014234,HCP001423,PRD001,3,True,2024-03-22
SAMPCALLHCP0019981,CALLHCP0019981,HCP001998,PRD001,3,True,2024-02-24
SAMPCALLHCP0019982,CALLHCP0019982,HCP001998,PRD001,1,True,2024-01-14
SAMPCALLHCP0008041,CALLHCP0008041,HCP000804,PRD001,1,True,2024-02-21
SAMPCALLHCP0008043,CALLHCP0008043,HCP000804,PRD001,2,True,2024-03-21
SAMPCALLHCP0013980,CALLHCP0013980,HCP001398,PRD001,1,True,2024-02-06
SAMPCALLHCP0013986,CALLHCP0013986,HCP001398,PRD001,2,True,2024-02-09
SAMPCALLHCP0015251,CALLHCP0015251,HCP001525,PRD001,2,True,2024-01-10
SAMPCALLHCP0015253,CALLHCP0015253,HCP001525,PRD001,2,True,2024-02-18
SAMPCALLHCP0015254,CALLHCP0015254,HCP001525,PRD001,3,True,2024-03-06
SAMPCALLHCP0019772,CALLHCP0019772,HCP001977,PRD001,3,True,2024-03-05
SAMPCALLHCP0006321,CALLHCP0006321,HCP000632,PRD001,2,True,2024-02-20
SAMPCALLHCP0004200,CALLHCP0004200,HCP000420,PRD001,3,True,2024-01-01
SAMPCALLHCP0004201,CALLHCP0004201,HCP000420,PRD001,2,True,2024-03-19
SAMPCALLHCP0004203,CALLHCP0004203,HCP000420,PRD001,3,True,2024-03-06
SAMPCALLHCP0004204,CALLHCP0004204,HCP000420,PRD001,3,True,2024-02-05
SAMPCALLHCP0010074,CALLHCP0010074,HCP001007,PRD001,1,True,2024-02-09
SAMPCALLHCP0005321,CALLHCP0005321,HCP000532,PRD001,2,True,2024-02-10
SAMPCALLHCP0001910,CALLHCP0001910,HCP000191,PRD001,3,True,2024-02-21
SAMPCALLHCP0001914,CALLHCP0001914,HCP000191,PRD001,3,True,2024-02-14
SAMPCALLHCP0000200,CALLHCP0000200,HCP000020,PRD001,3,True,2024-02-26
SAMPCALLHCP0010723,CALLHCP0010723,HCP001072,PRD001,2,True,2024-01-14
SAMPCALLHCP0002641,CALLHCP0002641,HCP000264,PRD001,1,True,2024-01-23
SAMPCALLHCP0001431,CALLHCP0001431,HCP000143,PRD001,1,True,2024-03-16
SAMPCALLHCP0005240,CALLHCP0005240,HCP000524,PRD001,1,True,2024-01-27
SAMPCALLHCP0014651,CALLHCP0014651,HCP001465,PRD001,1,True,2024-02-11
SAMPCALLHCP0019720,CALLHCP0019720,HCP001972,PRD001,1,True,2024-01-27
SAMPCALLHCP0012020,CALLHCP0012020,HCP001202,PRD001,3,True,2024-01-16
SAMPCALLHCP0004650,CALLHCP0004650,HCP000465,PRD001,2,True,2024-01-19
SAMPCALLHCP0004653,CALLHCP0004653,HCP000465,PRD001,3,True,2024-02-08
SAMPCALLHCP0018710,CALLHCP0018710,HCP001871,PRD001,2,True,2024-01-22
SAMPCALLHCP0018711,CALLHCP0018711,HCP001871,PRD001,2,True,2024-03-04
SAMPCALLHCP0015161,CALLHCP0015161,HCP001516,PRD001,3,True,2024-02-15
SAMPCALLHCP0015162,CALLHCP0015162,HCP001516,PRD001,2,True,2024-01-19
SAMPCALLHCP0018411,CALLHCP0018411,HCP001841,PRD001,2,True,2024-01-09
SAMPCALLHCP0018413,CALLHCP0018413,HCP001841,PRD001,3,True,2024-03-07
SAMPCALLHCP0018415,CALLHCP0018415,HCP001841,PRD001,3,True,2024-03-06
SAMPCALLHCP0013780,CALLHCP0013780,HCP001378,PRD001,2,True,2024-02-06
SAMPCALLHCP0013781,CALLHCP0013781,HCP001378,PRD001,3,True,2024-01-25
SAMPCALLHCP0013782,CALLHCP0013782,HCP001378,PRD001,1,True,2024-03-20
SAMPCALLHCP0013783,CALLHCP0013783,HCP001378,PRD001,3,True,2024-01-17
SAMPCALLHCP0013790,CALLHCP0013790,HCP001379,PRD001,1,True,2024-01-09
SAMPCALLHCP0013791,CALLHCP0013791,HCP001379,PRD001,1,True,2024-01-22
SAMPCALLHCP0013792,CALLHCP0013792,HCP001379,PRD001,3,True,2024-03-14
SAMPCALLHCP0008280,CALLHCP0008280,HCP000828,PRD001,1,True,2024-03-03
SAMPCALLHCP0013472,CALLHCP0013472,HCP001347,PRD001,3,True,2024-03-18
SAMPCALLHCP0008180,CALLHCP0008180,HCP000818,PRD001,1,True,2024-03-21
SAMPCALLHCP0008181,CALLHCP0008181,HCP000818,PRD001,2,True,2024-03-24
SAMPCALLHCP0017353,CALLHCP0017353,HCP001735,PRD001,1,True,2024-03-07
SAMPCALLHCP0009240,CALLHCP0009240,HCP000924,PRD001,3,True,2024-02-25
SAMPCALLHCP0009241,CALLHCP0009241,HCP000924,PRD001,3,True,2024-03-18
SAMPCALLHCP0015420,CALLHCP0015420,HCP001542,PRD001,1,True,2024-01-04
SAMPCALLHCP0015610,CALLHCP0015610,HCP001561,PRD001,2,True,2024-01-06
SAMPCALLHCP0015612,CALLHCP0015612,HCP001561,PRD001,3,True,2024-02-07
SAMPCALLHCP0002182,CALLHCP0002182,HCP000218,PRD001,3,True,2024-03-11
SAMPCALLHCP0014701,CALLHCP0014701,HCP001470,PRD001,1,True,2024-02-19
SAMPCALLHCP0000521,CALLHCP0000521,HCP000052,PRD001,1,True,2024-03-03
SAMPCALLHCP0011661,CALLHCP0011661,HCP001166,PRD001,2,True,2024-02-22
SAMPCALLHCP0011662,CALLHCP0011662,HCP001166,PRD001,3,True,2024-02-22
SAMPCALLHCP0003460,CALLHCP0003460,HCP000346,PRD001,1,True,2024-02-17
SAMPCALLHCP0003462,CALLHCP0003462,HCP000346,PRD001,3,True,2024-03-12
SAMPCALLHCP0018891,CALLHCP0018891,HCP001889,PRD001,1,True,2024-02-21
SAMPCALLHCP0018893,CALLHCP0018893,HCP001889,PRD001,3,True,2024-02-06
SAMPCALLHCP0019332,CALLHCP0019332,HCP001933,PRD001,3,True,2024-03-07
SAMPCALLHCP0019333,CALLHCP0019333,HCP001933,PRD001,3,True,2024-02-17
SAMPCALLHCP0019336,CALLHCP0019336,HCP001933,PRD001,3,True,2024-03-12
SAMPCALLHCP0011752,CALLHCP0011752,HCP001175,PRD001,1,True,2024-02-29
SAMPCALLHCP0012722,CALLHCP0012722,HCP001272,PRD001,2,True,2024-03-08
SAMPCALLHCP0007250,CALLHCP0007250,HCP000725,PRD001,2,True,2024-02-07
SAMPCALLHCP0007252,CALLHCP0007252,HCP000725,PRD001,2,True,2024-02-10
SAMPCALLHCP0007256,CALLHCP0007256,HCP000725,PRD001,1,True,2024-02-05
SAMPCALLHCP0013410,CALLHCP0013410,HCP001341,PRD001,2,True,2024-01-02
SAMPCALLHCP0019631,CALLHCP0019631,HCP001963,PRD001,2,True,2024-03-12
SAMPCALLHCP0019633,CALLHCP0019633,HCP001963,PRD001,1,True,2024-03-18
SAMPCALLHCP0008090,CALLHCP0008090,HCP000809,PRD001,3,True,2024-01-28
SAMPCALLHCP0001810,CALLHCP0001810,HCP000181,PRD001,2,True,2024-03-14
SAMPCALLHCP0018660,CALLHCP0018660,HCP001866,PRD001,2,True,2024-01-06
SAMPCALLHCP0002370,CALLHCP0002370,HCP000237,PRD001,3,True,2024-02-16
SAMPCALLHCP0002371,CALLHCP0002371,HCP000237,PRD001,3,True,2024-02-06
SAMPCALLHCP0017515,CALLHCP0017515,HCP001751,PRD001,1,True,2024-01-10
SAMPCALLHCP0008702,CALLHCP0008702,HCP000870,PRD001,1,True,2024-01-14
SAMPCALLHCP0008703,CALLHCP0008703,HCP000870,PRD001,2,True,2024-03-17
SAMPCALLHCP0008704,CALLHCP0008704,HCP000870,PRD001,2,True,2024-03-14
SAMPCALLHCP0016761,CALLHCP0016761,HCP001676,PRD001,3,True,2024-01-06
SAMPCALLHCP0010561,CALLHCP0010561,HCP001056,PRD001,3,True,2024-03-20
SAMPCALLHCP0014011,CALLHCP0014011,HCP001401,PRD001,1,True,2024-02-01
SAMPCALLHCP0014014,CALLHCP0014014,HCP001401,PRD001,1,True,2024-03-22
SAMPCALLHCP0001761,CALLHCP0001761,HCP000176,PRD001,3,True,2024-03-24
SAMPCALLHCP0008612,CALLHCP0008612,HCP000861,PRD001,1,True,2024-02-19
SAMPCALLHCP0008613,CALLHCP0008613,HCP000861,PRD001,2,True,2024-02-21
SAMPCALLHCP0015510,CALLHCP0015510,HCP001551,PRD001,1,True,2024-03-13
SAMPCALLHCP0015511,CALLHCP0015511,HCP001551,PRD001,1,True,2024-03-24
SAMPCALLHCP0003571,CALLHCP0003571,HCP000357,PRD001,1,True,2024-01-29
SAMPCALLHCP0007480,CALLHCP0007480,HCP000748,PRD001,1,True,2024-03-06
SAMPCALLHCP0018080,CALLHCP0018080,HCP001808,PRD001,1,True,2024-02-17
SAMPCALLHCP0001683,CALLHCP0001683,HCP000168,PRD001,3,True,2024-01-06
SAMPCALLHCP0006092,CALLHCP0006092,HCP000609,PRD001,2,True,2024-02-02
SAMPCALLHCP0017310,CALLHCP0017310,HCP001731,PRD001,1,True,2024-03-05
SAMPCALLHCP0017312,CALLHCP0017312,HCP001731,PRD001,1,True,2024-02-19
SAMPCALLHCP0019795,CALLHCP0019795,HCP001979,PRD001,2,True,2024-02-08
SAMPCALLHCP0017012,CALLHCP0017012,HCP001701,PRD001,1,True,2024-01-31
SAMPCALLHCP0017013,CALLHCP0017013,HCP001701,PRD001,1,True,2024-02-11
SAMPCALLHCP0006810,CALLHCP0006810,HCP000681,PRD001,1,True,2024-02-20
SAMPCALLHCP0014062,CALLHCP0014062,HCP001406,PRD001,2,True,2024-03-08
SAMPCALLHCP0009835,CALLHCP0009835,HCP000983,PRD001,3,True,2024-01-17
SAMPCALLHCP0005611,CALLHCP0005611,HCP000561,PRD001,3,True,2024-03-09
SAMPCALLHCP0014921,CALLHCP0014921,HCP001492,PRD001,2,True,2024-01-04
SAMPCALLHCP0011433,CALLHCP0011433,HCP001143,PRD001,3,True,2024-02-21
SAMPCALLHCP0016600,CALLHCP0016600,HCP001660,PRD001,1,True,2024-01-20
SAMPCALLHCP0016793,CALLHCP0016793,HCP001679,PRD001,2,True,2024-03-04
SAMPCALLHCP0002133,CALLHCP0002133,HCP000213,PRD001,3,True,2024-03-02
SAMPCALLHCP0002134,CALLHCP0002134,HCP000213,PRD001,1,True,2024-03-10
SAMPCALLHCP0013481,CALLHCP0013481,HCP001348,PRD001,3,True,2024-02-29
SAMPCALLHCP0013482,CALLHCP0013482,HCP001348,PRD001,2,True,2024-03-17
SAMPCALLHCP0013483,CALLHCP0013483,HCP001348,PRD001,3,True,2024-02-01
SAMPCALLHCP0013485,CALLHCP0013485,HCP001348,PRD001,1,True,2024-03-24
SAMPCALLHCP0000795,CALLHCP0000795,HCP000079,PRD001,3,True,2024-03-11
SAMPCALLHCP0003420,CALLHCP0003420,HCP000342,PRD001,2,True,2024-02-06
SAMPCALLHCP0003423,CALLHCP0003423,HCP000342,PRD001,1,True,2024-02-01
SAMPCALLHCP0012663,CALLHCP0012663,HCP001266,PRD001,2,True,2024-02-26
SAMPCALLHCP0011602,CALLHCP0011602,HCP001160,PRD001,1,True,2024-01-05
SAMPCALLHCP0015130,CALLHCP0015130,HCP001513,PRD001,1,True,2024-01-24
SAMPCALLHCP0015133,CALLHCP0015133,HCP001513,PRD001,3,True,2024-02-06
SAMPCALLHCP0011851,CALLHCP0011851,HCP001185,PRD001,3,True,2024-01-08
SAMPCALLHCP0012870,CALLHCP0012870,HCP001287,PRD001,1,True,2024-03-06
SAMPCALLHCP0018645,CALLHCP0018645,HCP001864,PRD001,3,True,2024-03-14
SAMPCALLHCP0003941,CALLHCP0003941,HCP000394,PRD001,2,True,2024-03-19
SAMPCALLHCP0003943,CALLHCP0003943,HCP000394,PRD001,3,True,2024-03-18
SAMPCALLHCP0019263,CALLHCP0019263,HCP001926,PRD001,2,True,2024-03-20
SAMPCALLHCP0013660,CALLHCP0013660,HCP001366,PRD001,3,True,2024-02-12
SAMPCALLHCP0010360,CALLHCP0010360,HCP001036,PRD001,2,True,2024-02-22
SAMPCALLHCP0008303,CALLHCP0008303,HCP000830,PRD001,2,True,2024-02-27
SAMPCALLHCP0001180,CALLHCP0001180,HCP000118,PRD001,3,True,2024-02-29
SAMPCALLHCP0001184,CALLHCP0001184,HCP000118,PRD001,3,True,2024-01-17
SAMPCALLHCP0012742,CALLHCP0012742,HCP001274,PRD001,1,True,2024-02-25
SAMPCALLHCP0009822,CALLHCP0009822,HCP000982,PRD001,1,True,2024-01-10
SAMPCALLHCP0014162,CALLHCP0014162,HCP001416,PRD001,3,True,2024-02-01
SAMPCALLHCP0014165,CALLHCP0014165,HCP001416,PRD001,1,True,2024-03-21
SAMPCALLHCP0014166,CALLHCP0014166,HCP001416,PRD001,3,True,2024-01-13
SAMPCALLHCP0006741,CALLHCP0006741,HCP000674,PRD001,2,True,2024-02-22
SAMPCALLHCP0008981,CALLHCP0008981,HCP000898,PRD001,1,True,2024-02-17
SAMPCALLHCP0009802,CALLHCP0009802,HCP000980,PRD001,1,True,2024-01-16
SAMPCALLHCP0009805,CALLHCP0009805,HCP000980,PRD001,3,True,2024-03-10
SAMPCALLHCP0006300,CALLHCP0006300,HCP000630,PRD001,2,True,2024-01-05
SAMPCALLHCP0006304,CALLHCP0006304,HCP000630,PRD001,3,True,2024-02-14
SAMPCALLHCP0000742,CALLHCP0000742,HCP000074,PRD001,1,True,2024-01-19
SAMPCALLHCP0000743,CALLHCP0000743,HCP000074,PRD001,3,True,2024-03-01
