alignment_version_id,overlay_id,alignment_basis,basis_key,territory_id,weight,valid_from,valid_to,change_reason
ALN_V1,PRIMARY,PRESCRIBER,HCP000090,TERR0009,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000090,TERR0009,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000100,TERR0010,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000100,TERR0010,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000110,TERR0011,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000110,TERR0011,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000120,TERR0012,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000120,TERR0012,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000130,TERR0013,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000130,TERR0013,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000140,TERR0014,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000140,TERR0014,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000150,TERR0015,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000150,TERR0016,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000150,TERR0015,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000150,TERR0016,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000160,TERR0016,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000160,TERR0016,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000170,TERR0017,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000170,TERR0017,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000180,TERR0018,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000180,TERR0018,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000190,TERR0019,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000190,TERR0019,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000200,TERR0020,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000200,TERR0020,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000210,TERR0021,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000210,TERR0021,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000220,TERR0022,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000220,TERR0022,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000230,TERR0023,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000230,TERR0023,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000240,TERR0024,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000240,TERR0024,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000250,TERR0025,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000250,TERR0025,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000260,TERR0026,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000260,TERR0026,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000270,TERR0027,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000270,TERR0027,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000280,TERR0028,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000280,TERR0028,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000290,TERR0029,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000290,TERR0029,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000300,TERR0030,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000300,TERR0031,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000300,TERR0030,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000300,TERR0031,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000310,TERR0031,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000310,TERR0031,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000320,TERR0032,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000320,TERR0032,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000330,TERR0033,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000330,TERR0033,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000340,TERR0034,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000340,TERR0034,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000350,TERR0035,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000350,TERR0035,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000360,TERR0036,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000360,TERR0036,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000370,TERR0037,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000370,TERR0037,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000380,TERR0038,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000380,TERR0038,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000390,TERR0039,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000390,TERR0039,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000400,TERR0000,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000400,TERR0000,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000410,TERR0001,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000410,TERR0001,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000420,TERR0002,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000420,TERR0002,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000430,TERR0003,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000430,TERR0003,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000440,TERR0004,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000440,TERR0004,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000450,TERR0005,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000450,TERR0006,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000450,TERR0005,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000450,TERR0006,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000460,TERR0006,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000460,TERR0006,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000470,TERR0007,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000470,TERR0007,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000480,TERR0008,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000480,TERR0008,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000490,TERR0009,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000490,TERR0009,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000500,TERR0010,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000500,TERR0010,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000510,TERR0011,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000510,TERR0011,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000520,TERR0012,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000520,TERR0012,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000530,TERR0013,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000530,TERR0013,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000540,TERR0014,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000540,TERR0014,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000550,TERR0015,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000550,TERR0015,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000560,TERR0016,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000560,TERR0016,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000570,TERR0017,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000570,TERR0017,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000580,TERR0018,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000580,TERR0018,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000590,TERR0019,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000590,TERR0019,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000600,TERR0020,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000600,TERR0021,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000600,TERR0020,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000600,TERR0021,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000610,TERR0021,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000610,TERR0021,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000620,TERR0022,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000620,TERR0022,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000630,TERR0023,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000630,TERR0023,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000640,TERR0024,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000640,TERR0024,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000650,TERR0025,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000650,TERR0025,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000660,TERR0026,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000660,TERR0026,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000670,TERR0027,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000670,TERR0027,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000680,TERR0028,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000680,TERR0028,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000690,TERR0029,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000690,TERR0029,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000700,TERR0030,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000700,TERR0030,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000710,TERR0031,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000710,TERR0031,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000720,TERR0032,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000720,TERR0032,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000730,TERR0033,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000730,TERR0033,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000740,TERR0034,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000740,TERR0034,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000750,TERR0035,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000750,TERR0036,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000750,TERR0035,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000750,TERR0036,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000760,TERR0036,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000760,TERR0036,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000770,TERR0037,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000770,TERR0037,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000780,TERR0038,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000780,TERR0038,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000790,TERR0039,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000790,TERR0039,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000800,TERR0000,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000800,TERR0000,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000810,TERR0001,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000810,TERR0001,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000820,TERR0002,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000820,TERR0002,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000830,TERR0003,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000830,TERR0003,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000840,TERR0004,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000840,TERR0004,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000850,TERR0005,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000850,TERR0005,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000860,TERR0006,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000860,TERR0006,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000870,TERR0007,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000870,TERR0007,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000880,TERR0008,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000880,TERR0008,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000890,TERR0009,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000890,TERR0009,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000900,TERR0010,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP000900,TERR0011,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000900,TERR0010,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP000900,TERR0011,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP000910,TERR0011,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000910,TERR0011,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000920,TERR0012,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000920,TERR0012,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000930,TERR0013,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000930,TERR0013,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000940,TERR0014,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000940,TERR0014,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000950,TERR0015,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000950,TERR0015,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000960,TERR0016,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000960,TERR0016,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000970,TERR0017,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000970,TERR0017,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000980,TERR0018,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000980,TERR0018,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP000990,TERR0019,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP000990,TERR0019,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001000,TERR0020,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001000,TERR0020,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001010,TERR0021,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001010,TERR0021,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001020,TERR0022,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001020,TERR0022,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001030,TERR0023,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001030,TERR0023,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001040,TERR0024,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001040,TERR0024,1.0,2024-03-01,9999-12-31,REALIGNMENT
ALN_V1,PRIMARY,PRESCRIBER,HCP001050,TERR0025,0.6,2024-01-01,2024-03-01,INITIAL
ALN_V1,PRIMARY,PRESCRIBER,HCP001050,TERR0026,0.4,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001050,TERR0025,0.6,2024-03-01,9999-12-31,SPLIT
ALN_V2,PRIMARY,PRESCRIBER,HCP001050,TERR0026,0.4,2024-03-01,9999-12-31,SPLIT
ALN_V1,PRIMARY,PRESCRIBER,HCP001060,TERR0026,1.0,2024-01-01,2024-03-01,INITIAL
ALN_V2,PRIMARY,PRESCRIBER,HCP001060,TERR0026,1.0,2024-03-01,9999-12-31,REALIGNMENT
