entity_id,hco_id,is_primary,valid_from,valid_to
HCP000175,SITE00175,True,2024-01-01,9999-12-31
HCP000176,SITE00176,True,2024-01-01,9999-12-31
HCP000177,SITE00177,True,2024-01-01,9999-12-31
HCP000178,SITE00178,True,2024-01-01,9999-12-31
HCP000179,SITE00179,True,2024-01-01,9999-12-31
HCP000180,SITE00180,True,2024-01-01,9999-12-31
HCP000180,SITE00258,False,2024-01-01,9999-12-31
HCP000181,SITE00181,True,2024-01-01,9999-12-31
HCP000182,SITE00182,True,2024-01-01,9999-12-31
HCP000183,SITE00183,True,2024-01-01,9999-12-31
HCP000184,SITE00184,True,2024-01-01,9999-12-31
HCP000185,SITE00185,True,2024-01-01,9999-12-31
HCP000186,SITE00186,True,2024-01-01,9999-12-31
HCP000187,SITE00187,True,2024-01-01,9999-12-31
HCP000188,SITE00188,True,2024-01-01,9999-12-31
HCP000189,SITE00189,True,2024-01-01,9999-12-31
HCP000190,SITE00190,True,2024-01-01,9999-12-31
HCP000191,SITE00191,True,2024-01-01,9999-12-31
HCP000192,SITE00192,True,2024-01-01,9999-12-31
HCP000193,SITE00193,True,2024-01-01,9999-12-31
HCP000193,SITE00190,False,2024-01-01,9999-12-31
HCP000194,SITE00194,True,2024-01-01,9999-12-31
HCP000195,SITE00195,True,2024-01-01,9999-12-31
HCP000196,SITE00196,True,2024-01-01,9999-12-31
HCP000196,SITE00021,False,2024-01-01,9999-12-31
HCP000197,SITE00197,True,2024-01-01,9999-12-31
HCP000198,SITE00198,True,2024-01-01,9999-12-31
HCP000199,SITE00199,True,2024-01-01,9999-12-31
HCP000200,SITE00200,True,2024-01-01,9999-12-31
HCP000201,SITE00201,True,2024-01-01,9999-12-31
HCP000202,SITE00202,True,2024-01-01,9999-12-31
HCP000203,SITE00203,True,2024-01-01,9999-12-31
HCP000204,SITE00204,True,2024-01-01,9999-12-31
HCP000205,SITE00205,True,2024-01-01,9999-12-31
HCP000206,SITE00206,True,2024-01-01,9999-12-31
HCP000207,SITE00207,True,2024-01-01,9999-12-31
HCP000208,SITE00208,True,2024-01-01,9999-12-31
HCP000209,SITE00209,True,2024-01-01,9999-12-31
HCP000210,SITE00210,True,2024-01-01,9999-12-31
HCP000211,SITE00211,True,2024-01-01,9999-12-31
HCP000212,SITE00212,True,2024-01-01,9999-12-31
HCP000213,SITE00213,True,2024-01-01,9999-12-31
HCP000214,SITE00214,True,2024-01-01,9999-12-31
HCP000215,SITE00215,True,2024-01-01,9999-12-31
HCP000216,SITE00216,True,2024-01-01,9999-12-31
HCP000217,SITE00217,True,2024-01-01,9999-12-31
HCP000218,SITE00218,True,2024-01-01,9999-12-31
HCP000218,SITE00080,False,2024-01-01,9999-12-31
HCP000219,SITE00219,True,2024-01-01,9999-12-31
HCP000220,SITE00220,True,2024-01-01,9999-12-31
HCP000221,SITE00221,True,2024-01-01,9999-12-31
HCP000222,SITE00222,True,2024-01-01,9999-12-31
HCP000223,SITE00223,True,2024-01-01,9999-12-31
HCP000224,SITE00224,True,2024-01-01,9999-12-31
HCP000225,SITE00225,True,2024-01-01,9999-12-31
HCP000226,SITE00226,True,2024-01-01,9999-12-31
HCP000227,SITE00227,True,2024-01-01,9999-12-31
HCP000228,SITE00228,True,2024-01-01,9999-12-31
HCP000229,SITE00229,True,2024-01-01,9999-12-31
HCP000230,SITE00230,True,2024-01-01,9999-12-31
HCP000231,SITE00231,True,2024-01-01,9999-12-31
HCP000232,SITE00232,True,2024-01-01,9999-12-31
HCP000233,SITE00233,True,2024-01-01,9999-12-31
HCP000234,SITE00234,True,2024-01-01,9999-12-31
HCP000235,SITE00235,True,2024-01-01,9999-12-31
HCP000236,SITE00236,True,2024-01-01,9999-12-31
HCP000237,SITE00237,True,2024-01-01,9999-12-31
HCP000238,SITE00238,True,2024-01-01,9999-12-31
HCP000239,SITE00239,True,2024-01-01,9999-12-31
HCP000240,SITE00240,True,2024-01-01,9999-12-31
HCP000241,SITE00241,True,2024-01-01,9999-12-31
HCP000242,SITE00242,True,2024-01-01,9999-12-31
HCP000243,SITE00243,True,2024-01-01,9999-12-31
HCP000244,SITE00244,True,2024-01-01,9999-12-31
HCP000245,SITE00245,True,2024-01-01,9999-12-31
HCP000245,SITE00287,False,2024-01-01,9999-12-31
HCP000246,SITE00246,True,2024-01-01,9999-12-31
HCP000247,SITE00247,True,2024-01-01,9999-12-31
HCP000248,SITE00248,True,2024-01-01,9999-12-31
HCP000249,SITE00249,True,2024-01-01,9999-12-31
HCP000250,SITE00250,True,2024-01-01,9999-12-31
HCP000251,SITE00251,True,2024-01-01,9999-12-31
HCP000252,SITE00252,True,2024-01-01,9999-12-31
HCP000252,SITE00167,False,2024-01-01,9999-12-31
HCP000253,SITE00253,True,2024-01-01,9999-12-31
HCP000254,SITE00254,True,2024-01-01,9999-12-31
HCP000254,SITE00312,False,2024-01-01,9999-12-31
HCP000255,SITE00255,True,2024-01-01,9999-12-31
HCP000256,SITE00256,True,2024-01-01,9999-12-31
HCP000256,SITE00312,False,2024-01-01,9999-12-31
HCP000257,SITE00257,True,2024-01-01,9999-12-31
HCP000258,SITE00258,True,2024-01-01,9999-12-31
HCP000259,SITE00259,True,2024-01-01,9999-12-31
HCP000260,SITE00260,True,2024-01-01,9999-12-31
HCP000261,SITE00261,True,2024-01-01,9999-12-31
HCP000262,SITE00262,True,2024-01-01,9999-12-31
HCP000263,SITE00263,True,2024-01-01,9999-12-31
HCP000264,SITE00264,True,2024-01-01,9999-12-31
HCP000265,SITE00265,True,2024-01-01,9999-12-31
HCP000266,SITE00266,True,2024-01-01,9999-12-31
HCP000267,SITE00267,True,2024-01-01,9999-12-31
HCP000268,SITE00268,True,2024-01-01,9999-12-31
HCP000269,SITE00269,True,2024-01-01,9999-12-31
HCP000270,SITE00270,True,2024-01-01,9999-12-31
HCP000271,SITE00271,True,2024-01-01,9999-12-31
HCP000272,SITE00272,True,2024-01-01,9999-12-31
HCP000273,SITE00273,True,2024-01-01,9999-12-31
HCP000274,SITE00274,True,2024-01-01,9999-12-31
HCP000274,SITE00083,False,2024-01-01,9999-12-31
HCP000275,SITE00275,True,2024-01-01,9999-12-31
HCP000276,SITE00276,True,2024-01-01,9999-12-31
HCP000277,SITE00277,True,2024-01-01,9999-12-31
HCP000278,SITE00278,True,2024-01-01,9999-12-31
HCP000279,SITE00279,True,2024-01-01,9999-12-31
HCP000280,SITE00280,True,2024-01-01,9999-12-31
HCP000281,SITE00281,True,2024-01-01,9999-12-31
HCP000282,SITE00282,True,2024-01-01,9999-12-31
HCP000283,SITE00283,True,2024-01-01,9999-12-31
HCP000284,SITE00284,True,2024-01-01,9999-12-31
HCP000285,SITE00285,True,2024-01-01,9999-12-31
HCP000286,SITE00286,True,2024-01-01,9999-12-31
HCP000287,SITE00287,True,2024-01-01,9999-12-31
HCP000288,SITE00288,True,2024-01-01,9999-12-31
HCP000289,SITE00289,True,2024-01-01,9999-12-31
HCP000290,SITE00290,True,2024-01-01,9999-12-31
HCP000291,SITE00291,True,2024-01-01,9999-12-31
HCP000292,SITE00292,True,2024-01-01,9999-12-31
HCP000293,SITE00293,True,2024-01-01,9999-12-31
HCP000294,SITE00294,True,2024-01-01,9999-12-31
HCP000295,SITE00295,True,2024-01-01,9999-12-31
HCP000296,SITE00296,True,2024-01-01,9999-12-31
HCP000297,SITE00297,True,2024-01-01,9999-12-31
HCP000298,SITE00298,True,2024-01-01,9999-12-31
HCP000299,SITE00299,True,2024-01-01,9999-12-31
HCP000300,SITE00300,True,2024-01-01,9999-12-31
HCP000301,SITE00301,True,2024-01-01,9999-12-31
HCP000302,SITE00302,True,2024-01-01,9999-12-31
HCP000303,SITE00303,True,2024-01-01,9999-12-31
HCP000304,SITE00304,True,2024-01-01,9999-12-31
HCP000304,SITE00331,False,2024-01-01,9999-12-31
HCP000305,SITE00305,True,2024-01-01,9999-12-31
HCP000306,SITE00306,True,2024-01-01,9999-12-31
HCP000307,SITE00307,True,2024-01-01,9999-12-31
HCP000308,SITE00308,True,2024-01-01,9999-12-31
HCP000309,SITE00309,True,2024-01-01,9999-12-31
HCP000310,SITE00310,True,2024-01-01,9999-12-31
HCP000311,SITE00311,True,2024-01-01,9999-12-31
HCP000312,SITE00312,True,2024-01-01,9999-12-31
HCP000313,SITE00313,True,2024-01-01,9999-12-31
HCP000314,SITE00314,True,2024-01-01,9999-12-31
HCP000315,SITE00315,True,2024-01-01,9999-12-31
HCP000316,SITE00316,True,2024-01-01,9999-12-31
HCP000316,SITE00146,False,2024-01-01,9999-12-31
HCP000317,SITE00317,True,2024-01-01,9999-12-31
HCP000318,SITE00318,True,2024-01-01,9999-12-31
HCP000319,SITE00319,True,2024-01-01,9999-12-31
HCP000320,SITE00320,True,2024-01-01,9999-12-31
HCP000321,SITE00321,True,2024-01-01,9999-12-31
HCP000322,SITE00322,True,2024-01-01,9999-12-31
HCP000323,SITE00323,True,2024-01-01,9999-12-31
HCP000324,SITE00324,True,2024-01-01,9999-12-31
HCP000325,SITE00325,True,2024-01-01,9999-12-31
HCP000326,SITE00326,True,2024-01-01,9999-12-31
HCP000327,SITE00327,True,2024-01-01,9999-12-31
HCP000328,SITE00328,True,2024-01-01,9999-12-31
HCP000329,SITE00329,True,2024-01-01,9999-12-31
HCP000329,SITE00226,False,2024-01-01,9999-12-31
HCP000330,SITE00330,True,2024-01-01,9999-12-31
HCP000331,SITE00331,True,2024-01-01,9999-12-31
HCP000332,SITE00332,True,2024-01-01,9999-12-31
HCP000333,SITE00333,True,2024-01-01,9999-12-31
HCP000334,SITE00334,True,2024-01-01,9999-12-31
HCP000335,SITE00335,True,2024-01-01,9999-12-31
HCP000336,SITE00336,True,2024-01-01,9999-12-31
HCP000336,SITE00165,False,2024-01-01,9999-12-31
HCP000337,SITE00337,True,2024-01-01,9999-12-31
HCP000338,SITE00338,True,2024-01-01,9999-12-31
HCP000339,SITE00339,True,2024-01-01,9999-12-31
HCP000340,SITE00000,True,2024-01-01,9999-12-31
HCP000341,SITE00001,True,2024-01-01,9999-12-31
HCP000342,SITE00002,True,2024-01-01,9999-12-31
HCP000343,SITE00003,True,2024-01-01,9999-12-31
HCP000344,SITE00004,True,2024-01-01,9999-12-31
HCP000345,SITE00005,True,2024-01-01,9999-12-31
HCP000346,SITE00006,True,2024-01-01,9999-12-31
HCP000347,SITE00007,True,2024-01-01,9999-12-31
HCP000348,SITE00008,True,2024-01-01,9999-12-31
HCP000349,SITE00009,True,2024-01-01,9999-12-31
HCP000349,SITE00003,False,2024-01-01,9999-12-31
HCP000350,SITE00010,True,2024-01-01,9999-12-31
HCP000351,SITE00011,True,2024-01-01,9999-12-31
HCP000352,SITE00012,True,2024-01-01,9999-12-31
HCP000353,SITE00013,True,2024-01-01,9999-12-31
HCP000353,SITE00210,False,2024-01-01,9999-12-31
HCP000354,SITE00014,True,2024-01-01,9999-12-31
HCP000355,SITE00015,True,2024-01-01,9999-12-31
HCP000356,SITE00016,True,2024-01-01,9999-12-31
HCP000357,SITE00017,True,2024-01-01,9999-12-31
HCP000357,SITE00216,False,2024-01-01,9999-12-31
HCP000358,SITE00018,True,2024-01-01,9999-12-31
HCP000359,SITE00019,True,2024-01-01,9999-12-31
HCP000360,SITE00020,True,2024-01-01,9999-12-31
HCP000361,SITE00021,True,2024-01-01,9999-12-31
HCP000361,SITE00201,False,2024-01-01,9999-12-31
HCP000362,SITE00022,True,2024-01-01,9999-12-31
HCP000363,SITE00023,True,2024-01-01,9999-12-31
HCP000364,SITE00024,True,2024-01-01,9999-12-31
HCP000365,SITE00025,True,2024-01-01,9999-12-31
HCP000366,SITE00026,True,2024-01-01,9999-12-31
HCP000367,SITE00027,True,2024-01-01,9999-12-31
HCP000368,SITE00028,True,2024-01-01,9999-12-31
HCP000369,SITE00029,True,2024-01-01,9999-12-31
HCP000370,SITE00030,True,2024-01-01,9999-12-31
HCP000371,SITE00031,True,2024-01-01,9999-12-31
HCP000372,SITE00032,True,2024-01-01,9999-12-31
HCP000373,SITE00033,True,2024-01-01,9999-12-31
HCP000374,SITE00034,True,2024-01-01,9999-12-31
HCP000374,SITE00033,False,2024-01-01,9999-12-31
HCP000375,SITE00035,True,2024-01-01,9999-12-31
HCP000376,SITE00036,True,2024-01-01,9999-12-31
HCP000377,SITE00037,True,2024-01-01,9999-12-31
HCP000377,SITE00063,False,2024-01-01,9999-12-31
HCP000378,SITE00038,True,2024-01-01,9999-12-31
HCP000379,SITE00039,True,2024-01-01,9999-12-31
HCP000380,SITE00040,True,2024-01-01,9999-12-31
HCP000381,SITE00041,True,2024-01-01,9999-12-31
HCP000381,SITE00265,False,2024-01-01,9999-12-31
HCP000382,SITE00042,True,2024-01-01,9999-12-31
HCP000383,SITE00043,True,2024-01-01,9999-12-31
HCP000384,SITE00044,True,2024-01-01,9999-12-31
HCP000385,SITE00045,True,2024-01-01,9999-12-31
HCP000386,SITE00046,True,2024-01-01,9999-12-31
HCP000387,SITE00047,True,2024-01-01,9999-12-31
HCP000388,SITE00048,True,2024-01-01,9999-12-31
HCP000389,SITE00049,True,2024-01-01,9999-12-31
HCP000390,SITE00050,True,2024-01-01,9999-12-31
HCP000390,SITE00047,False,2024-01-01,9999-12-31
HCP000391,SITE00051,True,2024-01-01,9999-12-31
HCP000392,SITE00052,True,2024-01-01,9999-12-31
HCP000393,SITE00053,True,2024-01-01,9999-12-31
HCP000394,SITE00054,True,2024-01-01,9999-12-31
HCP000395,SITE00055,True,2024-01-01,9999-12-31
HCP000396,SITE00056,True,2024-01-01,9999-12-31
HCP000396,SITE00009,False,2024-01-01,9999-12-31
HCP000397,SITE00057,True,2024-01-01,9999-12-31
HCP000398,SITE00058,True,2024-01-01,9999-12-31
HCP000399,SITE00059,True,2024-01-01,9999-12-31
HCP000400,SITE00060,True,2024-01-01,9999-12-31
HCP000401,SITE00061,True,2024-01-01,9999-12-31
HCP000402,SITE00062,True,2024-01-01,9999-12-31
HCP000403,SITE00063,True,2024-01-01,9999-12-31
HCP000404,SITE00064,True,2024-01-01,9999-12-31
HCP000405,SITE00065,True,2024-01-01,9999-12-31
HCP000406,SITE00066,True,2024-01-01,9999-12-31
HCP000407,SITE00067,True,2024-01-01,9999-12-31
HCP000408,SITE00068,True,2024-01-01,9999-12-31
HCP000409,SITE00069,True,2024-01-01,9999-12-31
HCP000410,SITE00070,True,2024-01-01,9999-12-31
HCP000411,SITE00071,True,2024-01-01,9999-12-31
HCP000412,SITE00072,True,2024-01-01,9999-12-31
HCP000413,SITE00073,True,2024-01-01,9999-12-31
HCP000414,SITE00074,True,2024-01-01,9999-12-31
HCP000415,SITE00075,True,2024-01-01,9999-12-31
HCP000416,SITE00076,True,2024-01-01,9999-12-31
HCP000417,SITE00077,True,2024-01-01,9999-12-31
HCP000418,SITE00078,True,2024-01-01,9999-12-31
HCP000419,SITE00079,True,2024-01-01,9999-12-31
HCP000420,SITE00080,True,2024-01-01,9999-12-31
HCP000421,SITE00081,True,2024-01-01,9999-12-31
HCP000422,SITE00082,True,2024-01-01,9999-12-31
HCP000423,SITE00083,True,2024-01-01,9999-12-31
HCP000424,SITE00084,True,2024-01-01,9999-12-31
HCP000425,SITE00085,True,2024-01-01,9999-12-31
HCP000426,SITE00086,True,2024-01-01,9999-12-31
HCP000427,SITE00087,True,2024-01-01,9999-12-31
HCP000428,SITE00088,True,2024-01-01,9999-12-31
HCP000429,SITE00089,True,2024-01-01,9999-12-31
HCP000430,SITE00090,True,2024-01-01,9999-12-31
HCP000431,SITE00091,True,2024-01-01,9999-12-31
HCP000432,SITE00092,True,2024-01-01,9999-12-31
HCP000433,SITE00093,True,2024-01-01,9999-12-31
HCP000434,SITE00094,True,2024-01-01,9999-12-31
HCP000435,SITE00095,True,2024-01-01,9999-12-31
HCP000435,SITE00318,False,2024-01-01,9999-12-31
HCP000436,SITE00096,True,2024-01-01,9999-12-31
HCP000437,SITE00097,True,2024-01-01,9999-12-31
HCP000438,SITE00098,True,2024-01-01,9999-12-31
HCP000439,SITE00099,True,2024-01-01,9999-12-31
HCP000440,SITE00100,True,2024-01-01,9999-12-31
HCP000441,SITE00101,True,2024-01-01,9999-12-31
HCP000442,SITE00102,True,2024-01-01,9999-12-31
HCP000443,SITE00103,True,2024-01-01,9999-12-31
HCP000444,SITE00104,True,2024-01-01,9999-12-31
HCP000444,SITE00148,False,2024-01-01,9999-12-31
HCP000445,SITE00105,True,2024-01-01,9999-12-31
HCP000446,SITE00106,True,2024-01-01,9999-12-31
HCP000447,SITE00107,True,2024-01-01,9999-12-31
HCP000448,SITE00108,True,2024-01-01,9999-12-31
HCP000449,SITE00109,True,2024-01-01,9999-12-31
HCP000450,SITE00110,True,2024-01-01,9999-12-31
HCP000451,SITE00111,True,2024-01-01,9999-12-31
HCP000452,SITE00112,True,2024-01-01,9999-12-31
HCP000453,SITE00113,True,2024-01-01,9999-12-31
HCP000454,SITE00114,True,2024-01-01,9999-12-31
HCP000455,SITE00115,True,2024-01-01,9999-12-31
HCP000456,SITE00116,True,2024-01-01,9999-12-31
HCP000457,SITE00117,True,2024-01-01,9999-12-31
HCP000458,SITE00118,True,2024-01-01,9999-12-31
HCP000458,SITE00112,False,2024-01-01,9999-12-31
HCP000459,SITE00119,True,2024-01-01,9999-12-31
HCP000460,SITE00120,True,2024-01-01,9999-12-31
